soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2020,Agricultural Engineers,17-2021,Agricultural Engineers,17-2021.00,Agricultural Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2030,Biomedical Engineers,17-2031,Biomedical Engineers,17-2031.00,Biomedical Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2040,Chemical Engineers,17-2041,Chemical Engineers,17-2041.00,Chemical Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2050,Civil Engineers,17-2051,Civil Engineers,17-2051.00,Civil Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2050,Civil Engineers,17-2051,Civil Engineers,17-2051.01,Transportation Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2060,Computer Hardware Engineers,17-2061,Computer Hardware Engineers,17-2061.00,Computer Hardware Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2070,Electrical and Electronics Engineers,17-2071,Electrical Engineers,17-2071.00,Electrical Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2070,Electrical and Electronics Engineers,17-2072,"Electronics Engineers, Except Computer",17-2072.00,"Electronics Engineers, Except Computer"
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2070,Electrical and Electronics Engineers,17-2072,"Electronics Engineers, Except Computer",17-2072.01,Radio Frequency Identification Device Specialists
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2080,Environmental Engineers,17-2081,Environmental Engineers,17-2081.00,Environmental Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2080,Environmental Engineers,17-2081,Environmental Engineers,17-2081.01,Water/Wastewater Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.01,Industrial Safety and Health Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.02,Fire-Prevention and Protection Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.03,Product Safety Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2112,Industrial Engineers,17-2112.00,Industrial Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2110,"Industrial Engineers, Including Health and Safety",17-2112,Industrial Engineers,17-2112.01,Human Factors Engineers and Ergonomists
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2120,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,17-2121.00,Marine Engineers and Naval Architects
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2120,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,17-2121.01,Marine Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2120,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,17-2121.02,Marine Architects
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2130,Materials Engineers,17-2131,Materials Engineers,17-2131.00,Materials Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2140,Mechanical Engineers,17-2141,Mechanical Engineers,17-2141.00,Mechanical Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2140,Mechanical Engineers,17-2141,Mechanical Engineers,17-2141.01,Fuel Cell Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2140,Mechanical Engineers,17-2141,Mechanical Engineers,17-2141.02,Automotive Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2160,Nuclear Engineers,17-2161,Nuclear Engineers,17-2161.00,Nuclear Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2170,Petroleum Engineers,17-2171,Petroleum Engineers,17-2171.00,Petroleum Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.00,"Engineers, All Other"
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.01,Biochemical Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.02,Validation Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.03,Energy Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.04,Manufacturing Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.05,Mechatronics Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.06,Microsystems Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.07,Photonics Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.08,Robotics Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.09,Nanosystems Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.10,Wind Energy Engineers
17-0000,Architecture and Engineering Occupations,17-2000,Engineers,17-2190,Miscellaneous Engineers,17-2199,"Engineers, All Other",17-2199.11,Solar Energy Systems Engineers
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3011,Architectural and Civil Drafters,17-3011.00,Architectural and Civil Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3011,Architectural and Civil Drafters,17-3011.01,Architectural Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3011,Architectural and Civil Drafters,17-3011.02,Civil Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3012,Electrical and Electronics Drafters,17-3012.00,Electrical and Electronics Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3012,Electrical and Electronics Drafters,17-3012.01,Electronic Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3012,Electrical and Electronics Drafters,17-3012.02,Electrical Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3013,Mechanical Drafters,17-3013.00,Mechanical Drafters
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3010,Drafters,17-3019,"Drafters, All Other",17-3019.00,"Drafters, All Other"
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3021,Aerospace Engineering and Operations Technicians,17-3021.00,Aerospace Engineering and Operations Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3022,Civil Engineering Technicians,17-3022.00,Civil Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3023,Electrical and Electronics Engineering Technicians,17-3023.00,Electrical and Electronic Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3023,Electrical and Electronics Engineering Technicians,17-3023.01,Electronics Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3023,Electrical and Electronics Engineering Technicians,17-3023.03,Electrical Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3024,Electro-Mechanical Technicians,17-3024.00,Electro-Mechanical Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3024,Electro-Mechanical Technicians,17-3024.01,Robotics Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3025,Environmental Engineering Technicians,17-3025.00,Environmental Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3026,Industrial Engineering Technicians,17-3026.00,Industrial Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3027,Mechanical Engineering Technicians,17-3027.00,Mechanical Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3027,Mechanical Engineering Technicians,17-3027.01,Automotive Engineering Technicians
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3029,"Engineering Technicians, Except Drafters, All Other",17-3029.00,"Engineering Technicians, Except Drafters, All Other"
17-0000,Architecture and Engineering Occupations,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",17-3020,"Engineering Technicians, Except Drafters",17-3029,"Engineering Technicians, Except Drafters, All Other",17-3029.01,Non-Destructive Testing Specialists
